seq_rep	seq_member	antigen_member	pdb_member
seq_2	seq_2	spike_glycoprotein	8vpf
seq_4	seq_4	enterotoxin_type_b	8ykt
seq_4	seq_69	thyrotropin_receptor	7xw7
seq_8	seq_8	short_neurotoxin_1	8v13
seq_11	seq_11	non-structural_protein_1	8jqn
seq_12	seq_12	envelope_glycoprotein_b	8vym
seq_13	seq_13	glutamate_receptor_ionotropic,_nmda_1	8vus
seq_13	seq_46	spike_glycoprotein	7yvg
seq_13	seq_146	surface_glycoprotein	7bnv
seq_20	seq_20	transforming_growth_factor_beta-1_proprotein	8udz
seq_22	seq_22	gp38	8vvk
seq_23	seq_23	programmed_cell_death_1_ligand_1	8rpb
seq_27	seq_27	glycoprotein_g	8k3c
seq_29	seq_24	gn	8wsp
seq_29	seq_29	spike_glycoprotein	8khc
seq_30	seq_30	spike_protein_s1	8sdg
seq_32	seq_3	gametocyte_surface_protein_p45/48	8u1p
seq_32	seq_5	hemagglutinin_ha1_chain	9azr
seq_32	seq_32	spike_protein_s1	8sit
seq_32	seq_53	spike_glycoprotein	8f0h
seq_32	seq_54	spike_protein_s1	7s5p
seq_32	seq_68	amc009_sosipv5.2_envelope_glycoprotein_gp41	7zlk
seq_32	seq_70	amc009_sosip.v5.2_envelope_glycoprotein_gp41	7z3a
seq_32	seq_81	spike_glycoprotein	7f3q
seq_32	seq_93	reticulocyte_binding_protein_homologue_5	6rcv
seq_32	seq_105	epidermal_growth_factor_receptor	5xwd
seq_32	seq_108	hemagglutinin_ha1	5ugy
seq_32	seq_115	receptor_binding_protein	6vy5
seq_32	seq_147	surface_glycoprotein	7qny
seq_32	seq_152	spike_protein_s1	7m3i
seq_32	seq_172	thymic_stromal_lymphopoietin	5j13
seq_32	seq_179	igg4_rea_fc	1adq
seq_34	seq_34	spike_protein_s1	8f2j
seq_35	seq_35	spike_protein	8j1t
seq_37	seq_37	spike_protein_s1	8hes
seq_38	seq_38	spike_glycoprotein	7ukl
seq_39	seq_39	glycoprotein	8awm
seq_42	seq_42	spike_protein_s1	7yh6
seq_44	seq_44	spike_protein_s1	7ytn
seq_47	seq_47	spike_glycoprotein	7yvi
seq_48	seq_48	mesothelin,_cleaved_form	8cz8
seq_55	seq_55	fusion_glycoprotein_f0	8dg8
seq_56	seq_56	fusion_glycoprotein_f0	8dg9
seq_57	seq_7	spike_glycoprotein	9bj2
seq_57	seq_19	envelopment_polyprotein	8zgu
seq_57	seq_36	neuraminidase	8ez8
seq_57	seq_57	gametocyte_surface_protein_p230	7u9e
seq_57	seq_65	merozoite_surface_protein_1	8dfh
seq_57	seq_119	neuraminidase	6pzy
seq_57	seq_173	hemagglutinin	4fqj
seq_58	seq_58	gametocyte_surface_protein_p45/48	7uxl
seq_59	seq_59	spike_protein_s1	7wr9
seq_61	seq_61	spike_glycoprotein	7wos
seq_61	seq_175	erythropoietin_receptor	4y5y
seq_62	seq_62	core_protein	7t17
seq_63	seq_63	spike_glycoprotein	7xmz
seq_63	seq_79	spike_glycoprotein	7bel
seq_66	seq_66	merozoite_surface_protein_1	8dfi
seq_72	seq_72	fusion_glycoprotein_f0	8cw9
seq_73	seq_73	thyrotropin_receptor	7t9n
seq_74	seq_10	conglutin	8si1
seq_74	seq_74	spike_glycoprotein	7wjy
seq_75	seq_75	glycoprotein	7u9g
seq_76	seq_76	spike_glycoprotein	7wo4
seq_78	seq_78	spike_glycoprotein	6xcn
seq_80	seq_80	interleukin-17a	4qhu
seq_84	seq_84	receptor_tyrosine-protein_kinase_erbb-3	5cus
seq_86	seq_86	spike_protein_s1	7mzk
seq_90	seq_90	hemagglutinin_ha1_chain	4m5z
seq_92	seq_92	activin_receptor_type-2a	5nh3
seq_94	seq_94	tumor_necrosis_factor_ligand_superfamily_member_13b	5y9j
seq_94	seq_157	fusion_glycoprotein_f0	7ur4
seq_95	seq_95	phosphate-binding_protein_psts_1	7dm1
seq_96	seq_96	spike_glycoprotein	7k8w
seq_99	seq_99	clade_a/e_93th057_hiv-1_gp120_core	5w4l
seq_100	seq_100	hemagglutinin	4yjz
seq_101	seq_101	phosphatidylcholine-sterol_acyltransferase	5bv7
seq_102	seq_102	spike_glycoprotein	7m6e
seq_103	seq_103	spike_glycoprotein	7nd5
seq_104	seq_104	spike_protein_s1	7cho
seq_106	seq_106	bone_morphogenetic_protein_receptor_type-1a	3nh7
seq_107	seq_107	reticulocyte_binding_protein_2b	6wn1
seq_109	seq_109	dengue_1_envelope_diii_domain	6dfj
seq_110	seq_110	spike_glycoprotein	7wee
seq_114	seq_114	surface_glycoprotein	7q9f
seq_116	seq_116	spike_protein_s1	7mzh
seq_117	seq_117	isoform_2b_of_gtpase_kras	7mdp
seq_118	seq_21	rh5-34em	8rz1
seq_118	seq_118	spike_glycoprotein	7uar
seq_120	seq_120	ig_epsilon_chain_c_region	5anm
seq_121	seq_121	spike_glycoprotein	7lcn
seq_123	seq_123	spike_glycoprotein	7m6f
seq_126	seq_1	stem_mimetic_01	8uzp
seq_126	seq_9	envelope_protein	8y3h
seq_126	seq_25	spike_glycoprotein	8yro
seq_126	seq_26	spike_glycoprotein	8zby
seq_126	seq_33	capsid_protein	8i5l
seq_126	seq_40	envelope_protein_ul128	8tea
seq_126	seq_41	25_kda_ookinete_surface_antigen	8ezk
seq_126	seq_43	spike_glycoprotein	8gto
seq_126	seq_45	spike_glycoprotein	7yve
seq_126	seq_67	spike_protein_s1	7wrj
seq_126	seq_71	nucleoprotein	7sts
seq_126	seq_82	duffy_binding_surface_protein_region_ii	6oao
seq_126	seq_91	gastric_inhibitory_polypeptide_receptor	4hj0
seq_126	seq_97	spike_protein_s1	7kn4
seq_126	seq_111	mers-cov_rbd	5yy5
seq_126	seq_126	phosphate-binding_protein_psts_1	7dm2
seq_126	seq_149	low_affinity_immunoglobulin_gamma_fc_region_receptor_ii-b	5occ
seq_126	seq_150	ig_gamma-1_chain_c_region	2j6e
seq_126	seq_158	pfmsp1-19	6xqw
seq_126	seq_168	surface_glycoprotein	7ps4
seq_126	seq_176	beta-mammal_toxin_cn2	4v1d
seq_127	seq_127	virion_spike_glycoprotein	7kej
seq_128	seq_98	induced_myeloid_leukemia_cell_differentiation_protein_mcl-1homolog,induced_myeloid_leukemia_cell_differentiation_protein_mcl-1_	5mes
seq_128	seq_128	erythropoietin_receptor	4y5x
seq_129	seq_49	interleukin-13,_human	8blq
seq_129	seq_122	spike_glycoprotein	7lxw
seq_129	seq_129	spike_protein_s1	7q0i
seq_130	seq_130	receptor_tyrosine-protein_kinase_erbb-2	3wsq
seq_132	seq_132	spike_glycoprotein	7q9j
seq_133	seq_133	spike_glycoprotein_e2	7sfw
seq_134	seq_134	spike_protein_s1	7ly3
seq_136	seq_136	envelope_glycoprotein_gp120	7kde
seq_137	seq_137	interleukin_15	2xqb
seq_140	seq_140	imv_membrane_protein	5usl
seq_143	seq_143	tumor_necrosis_factor_receptor_superfamily_member_9	6mi2
seq_145	seq_145	spike_glycoprotein	7v2a
seq_148	seq_148	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160,envelope_glycoprotein_gp160_	4yfl
seq_151	seq_14	zinc_metalloproteinase-disintegrin-like_ecarin	9clp
seq_151	seq_151	spike_glycoprotein	7czw
seq_153	seq_153	circumsporozoite_protein	7rxi
seq_154	seq_154	lysozyme_c	4tsb
seq_155	seq_155	receptor_binding_protein	6vy4
seq_156	seq_88	gp41_helix	4khx
seq_156	seq_156	transmembrane_glycoprotein	3ma9
seq_159	seq_28	spike_glycoprotein	8xi6
seq_159	seq_159	spike_glycoprotein	7ey0
seq_160	seq_83	spike_protein_s1	7cyv
seq_160	seq_160	envelope_glycoprotein_gp160	6dfh
seq_162	seq_16	t-cell_immunoglobulin_mucin_receptor_3	8tft
seq_162	seq_162	lipoprotein_gna1870	6h2y
seq_164	seq_164	spike_protein_s1	7e5y
seq_165	seq_6	hemagglutinin_ha1_chain	9azt
seq_165	seq_18	spike_protein_s1	8sdh
seq_165	seq_87	envelope_glycoprotein_gp120	7ly9
seq_165	seq_124	reticulocyte_binding_protein_2b	6wtv
seq_165	seq_141	reticulocyte_binding_protein_2b	6wtu
seq_165	seq_144	duffy_binding_surface_protein_region_ii	6oan
seq_165	seq_165	reticulocyte-binding_protein_homolog_5	7phu
seq_166	seq_51	spike_protein_s1	8bsf
seq_166	seq_64	spike_glycoprotein	7sj0
seq_166	seq_89	spike_glycoprotein	7cws
seq_166	seq_131	spike_glycoprotein	7cm4
seq_166	seq_135	envelope_glycoprotein_gp120	6u0n
seq_166	seq_142	neuraminidase	6pze
seq_166	seq_166	beta-nerve_growth_factor	5jz7
seq_166	seq_170	envelope_protein	7bpk
seq_167	seq_167	interferon_alpha-1/13	3ux9
seq_174	seq_174	receptor_tyrosine-protein_kinase_erbb-3	7d85
seq_177	seq_15	spike_glycoprotein	8y4c
seq_177	seq_17	spike_glycoprotein	8zho
seq_177	seq_31	spike_protein_s1	8siq
seq_177	seq_50	envelope_polyprotein	8ahn
seq_177	seq_52	spike_glycoprotein	8csj
seq_177	seq_60	spike_protein_s1	7wqv
seq_177	seq_77	spike_protein_s1	7wp0
seq_177	seq_85	hemagglutinin	3whe
seq_177	seq_112	spike_glycoprotein	7m6h
seq_177	seq_113	lysozyme_c	4ttd
seq_177	seq_125	spike_protein_s1	7dx4
seq_177	seq_138	hemagglutinin	6ii9
seq_177	seq_139	imv_membrane_protein	5ush
seq_177	seq_161	lysozyme_c	4tsa
seq_177	seq_163	spike_glycoprotein	7laa
seq_177	seq_169	vitamin_k-dependent_protein_c_heavy_chain	6m3b
seq_177	seq_171	polcalcin_phl_p_7	5otj
seq_177	seq_177	spike_protein_s1	7swp
seq_178	seq_178	rhpa_gp120_core	5t33
seq_180	seq_180	tumor_necrosis_factor_receptor_superfamily_member_10b	4od2
