PDB_ID	CDR	Length	Cluster_Label
6c6z	SEQ_H2	6	1
7mf1	SEQ_H2	6	1
5vag	SEQ_H2	6	1
4xak	SEQ_H2	6	1
7wtf	SEQ_H2	6	1
7v5k	SEQ_H2	6	1
8z4e	SEQ_H2	6	1
8dnn	SEQ_H2	6	1
2dd8	SEQ_H2	6	1
7wqv	SEQ_H2	6	1
6wo5	SEQ_H2	6	1
7wi0	SEQ_H2	6	1
8cim	SEQ_H2	6	1
8g3q	SEQ_H2	6	1
7m6i	SEQ_H2	6	1
7dk0	SEQ_H2	6	1
6u0n	SEQ_H2	6	1
8a96	SEQ_H2	6	1
7tht	SEQ_H2	6	1
7coe	SEQ_H2	6	1
8y3h	SEQ_H2	6	1
6v4o	SEQ_H2	6	1
7zrc	SEQ_H2	6	1
8gto	SEQ_H2	6	1
5ggt	SEQ_H2	6	1
5w4l	SEQ_H2	6	1
2qad	SEQ_H2	6	1
4yjz	SEQ_H2	6	1
7y0c	SEQ_H2	6	1
7zr9	SEQ_H2	6	1
7kmg	SEQ_H2	6	1
7qf1	SEQ_H2	6	1
7cyv	SEQ_H2	6	1
7sue	SEQ_H2	6	1
8dlr	SEQ_H2	6	1
7x25	SEQ_H2	6	1
7xj6	SEQ_H2	6	1
9bj3	SEQ_H2	6	1
8zho	SEQ_H2	6	1
7ljr	SEQ_H2	6	1
7ru8	SEQ_H2	6	1
8g30	SEQ_H2	6	1
7dx4	SEQ_H2	6	1
8pwv	SEQ_H2	6	1
7s6j	SEQ_H2	6	1
4kxz	SEQ_H2	6	1
7ru4	SEQ_H2	6	1
7woa	SEQ_H2	6	1
6wty	SEQ_H2	6	1
7uar	SEQ_H2	6	1
7djz	SEQ_H2	6	1
8sb5	SEQ_H2	6	1
8sb2	SEQ_H2	6	1
8sas	SEQ_H2	6	1
8sau	SEQ_H2	6	1
8say	SEQ_H2	6	1
8sb4	SEQ_H2	6	1
8sb0	SEQ_H2	6	1
8sb3	SEQ_H2	6	1
8sar	SEQ_H2	6	1
8saz	SEQ_H2	6	1
8sb1	SEQ_H2	6	1
7tat	SEQ_H2	6	1
8f0h	SEQ_H2	6	1
7wjy	SEQ_H2	6	1
7wkx	SEQ_H2	6	1
8dwy	SEQ_H2	6	1
6bft	SEQ_H2	6	1
6meh	SEQ_H2	6	1
8qpr	SEQ_H2	6	1
8dlw	SEQ_H2	6	1
4hfu	SEQ_H2	6	1
8g3m	SEQ_H2	6	1
7uvs	SEQ_H2	6	1
5w42	SEQ_H2	6	1
9dwe	SEQ_H2	6	1
