PDB_ID	CDR	Length	Cluster_Label
7u9e	SEQ_L1	11	1
7byr	SEQ_L1	11	1
6r2s	SEQ_L1	11	1
6yio	SEQ_L1	11	1
7ahv	SEQ_L1	11	1
7mzf	SEQ_L1	11	1
6uta	SEQ_L1	11	1
4u6v	SEQ_L1	11	1
4ogx	SEQ_L1	11	1
7fjc	SEQ_L1	11	1
7v3l	SEQ_L1	11	1
7uxl	SEQ_L1	11	1
6wjl	SEQ_L1	11	1
7xdl	SEQ_L1	11	1
7xj6	SEQ_L1	11	1
8ol9	SEQ_L1	11	1
8fsj	SEQ_L1	11	1
8u1q	SEQ_L1	11	1
8tma	SEQ_L1	11	1
3skj	SEQ_L1	11	1
7wi0	SEQ_L1	11	1
8u1s	SEQ_L1	11	1
8sdg	SEQ_L1	11	1
8xbf	SEQ_L1	11	1
8dyy	SEQ_L1	11	1
7mxl	SEQ_L1	11	1
5vic	SEQ_L1	11	1
8jiz	SEQ_L1	11	1
7l7r	SEQ_L1	11	1
7unb	SEQ_L1	11	1
7u9w	SEQ_L1	11	1
7qnw	SEQ_L1	11	1
5l0q	SEQ_L1	11	1
6aru	SEQ_L1	11	1
6uqr	SEQ_L1	11	1
7ubr	SEQ_L1	11	1
7te1	SEQ_L1	11	1
7eh5	SEQ_L1	11	1
6rps	SEQ_L1	11	1
6w16	SEQ_L1	11	1
5vqm	SEQ_L1	11	1
4g3y	SEQ_L1	11	1
6n8d	SEQ_L1	11	1
7lf8	SEQ_L1	11	1
3eob	SEQ_L1	11	1
3l5x	SEQ_L1	11	1
4ps4	SEQ_L1	11	1
7kfx	SEQ_L1	11	1
7vmu	SEQ_L1	11	1
7b3o	SEQ_L1	11	1
7chs	SEQ_L1	11	1
7bz5	SEQ_L1	11	1
7kfy	SEQ_L1	11	1
7rw2	SEQ_L1	11	1
7msq	SEQ_L1	11	1
7q0h	SEQ_L1	11	1
7che	SEQ_L1	11	1
3bn9	SEQ_L1	11	1
7czs	SEQ_L1	11	1
7cdj	SEQ_L1	11	1
7neg	SEQ_L1	11	1
7kfw	SEQ_L1	11	1
4r4n	SEQ_L1	11	1
7nd5	SEQ_L1	11	1
7kfv	SEQ_L1	11	1
7sc1	SEQ_L1	11	1
7bej	SEQ_L1	11	1
7wbz	SEQ_L1	11	1
7wn2	SEQ_L1	11	1
8j1t	SEQ_L1	11	1
8bg4	SEQ_L1	11	1
8uzc	SEQ_L1	11	1
8tvd	SEQ_L1	11	1
3sqo	SEQ_L1	11	1
4k8r	SEQ_L1	11	1
9b8j	SEQ_L1	11	1
8yx1	SEQ_L1	11	1
8tvj	SEQ_L1	11	1
8x0y	SEQ_L1	11	1
8uwz	SEQ_L1	11	1
7ui1	SEQ_L1	11	1
4hfu	SEQ_L1	11	1
7wcp	SEQ_L1	11	1
6wqo	SEQ_L1	11	1
6nmu	SEQ_L1	11	1
3lev	SEQ_L1	11	1
7mzl	SEQ_L1	11	1
7e72	SEQ_L1	11	1
4cni	SEQ_L1	11	1
4ydi	SEQ_L1	11	1
7wnb	SEQ_L1	11	1
8hws	SEQ_L1	11	1
7f7h	SEQ_L1	11	1
4zs6	SEQ_L1	11	1
6q1z	SEQ_L1	11	1
8cxg	SEQ_L1	11	1
7qf0	SEQ_L1	11	1
8kfa	SEQ_L1	11	1
6e4x	SEQ_L1	11	1
8cbd	SEQ_L1	11	1
7dk2	SEQ_L1	11	1
5k9q	SEQ_L1	11	1
8e7m	SEQ_L1	11	1
9b8j	SEQ_L1	11	1
7xs8	SEQ_L1	11	1
7kmi	SEQ_L1	11	1
7cjf	SEQ_L1	11	1
6i04	SEQ_L1	11	1
3hmx	SEQ_L1	11	1
6iw2	SEQ_L1	11	1
7rbu	SEQ_L1	11	1
7tb8	SEQ_L1	11	1
6xlq	SEQ_L1	11	1
7orb	SEQ_L1	11	1
7xcz	SEQ_L1	11	1
7st5	SEQ_L1	11	1
8w0x	SEQ_L1	11	1
8iow	SEQ_L1	11	1
7jwg	SEQ_L1	11	1
8cyh	SEQ_L1	11	1
8dwx	SEQ_L1	11	1
8jio	SEQ_L1	11	1
8hc2	SEQ_L1	11	1
7yix	SEQ_L1	11	1
7f3q	SEQ_L1	11	1
2r56	SEQ_L1	11	1
2xtj	SEQ_L1	11	1
9cci	SEQ_L1	11	1
8dxt	SEQ_L1	11	1
8xse	SEQ_L1	11	1
8byu	SEQ_L1	11	1
5o4g	SEQ_L1	11	1
5o4o	SEQ_L1	11	1
5vag	SEQ_L1	11	1
5veb	SEQ_L1	11	1
7kqb	SEQ_L1	11	1
6n81	SEQ_L1	11	1
7e86	SEQ_L1	11	1
7r7n	SEQ_L1	11	1
6pzz	SEQ_L1	11	1
4yk4	SEQ_L1	11	1
6ymq	SEQ_L1	11	1
5xku	SEQ_L1	11	1
7qf1	SEQ_L1	11	1
2vh5	SEQ_L1	11	1
7k8s	SEQ_L1	11	1
7si2	SEQ_L1	11	1
7ejz	SEQ_L1	11	1
6yye	SEQ_L1	11	1
7ws1	SEQ_L1	11	1
7cwn	SEQ_L1	11	1
8as0	SEQ_L1	11	1
7u9p	SEQ_L1	11	1
7yxu	SEQ_L1	11	1
8d7e	SEQ_L1	11	1
8dww	SEQ_L1	11	1
8cim	SEQ_L1	11	1
7yv1	SEQ_L1	11	1
8gh4	SEQ_L1	11	1
8f0i	SEQ_L1	11	1
8cbd	SEQ_L1	11	1
8sxp	SEQ_L1	11	1
8rp8	SEQ_L1	11	1
8xsf	SEQ_L1	11	1
8vww	SEQ_L1	11	1
8xse	SEQ_L1	11	1
8pwx	SEQ_L1	11	1
7kmg	SEQ_L1	11	1
7l7r	SEQ_L1	11	1
4dkf	SEQ_L1	11	1
7uvq	SEQ_L1	11	1
4lmq	SEQ_L1	11	1
6e56	SEQ_L1	11	1
6ofi	SEQ_L1	11	1
7po5	SEQ_L1	11	1
8y4a	SEQ_L1	11	1
7pnq	SEQ_L1	11	1
8dxs	SEQ_L1	11	1
4g6j	SEQ_L1	11	1
7cwn	SEQ_L1	11	1
6uig	SEQ_L1	11	1
8jkf	SEQ_L1	11	1
