PDB_ID	CDR	Length	Cluster_Label
6u6u	SEQ_L1	12	1
8ivw	SEQ_L1	12	1
7ej4	SEQ_L1	12	1
7coe	SEQ_L1	12	1
7n62	SEQ_L1	12	1
4np4	SEQ_L1	12	1
6xe1	SEQ_L1	12	1
7mzm	SEQ_L1	12	1
7d0c	SEQ_L1	12	1
7lab	SEQ_L1	12	1
5gmq	SEQ_L1	12	1
7r6x	SEQ_L1	12	1
7k8m	SEQ_L1	12	1
7vyt	SEQ_L1	12	1
7lrt	SEQ_L1	12	1
7bnv	SEQ_L1	12	1
7lcv	SEQ_L1	12	1
7l2f	SEQ_L1	12	1
7n5h	SEQ_L1	12	1
6o25	SEQ_L1	12	1
7n3i	SEQ_L1	12	1
7ljr	SEQ_L1	12	1
7l7e	SEQ_L1	12	1
7beo	SEQ_L1	12	1
5w1k	SEQ_L1	12	1
7ls9	SEQ_L1	12	1
7tcc	SEQ_L1	12	1
7x7o	SEQ_L1	12	1
7kql	SEQ_L1	12	1
6o41	SEQ_L1	12	1
4m8q	SEQ_L1	12	1
6mvl	SEQ_L1	12	1
6wir	SEQ_L1	12	1
7mxl	SEQ_L1	12	1
7orb	SEQ_L1	12	1
7jmo	SEQ_L1	12	1
7str	SEQ_L1	12	1
7zbu	SEQ_L1	12	1
8dzh	SEQ_L1	12	1
8dlw	SEQ_L1	12	1
8dad	SEQ_L1	12	1
7s7i	SEQ_L1	12	1
7t25	SEQ_L1	12	1
7wur	SEQ_L1	12	1
7x25	SEQ_L1	12	1
7ul1	SEQ_L1	12	1
7s5r	SEQ_L1	12	1
7ru4	SEQ_L1	12	1
7s5q	SEQ_L1	12	1
8d7e	SEQ_L1	12	1
8gsb	SEQ_L1	12	1
8bec	SEQ_L1	12	1
8k5g	SEQ_L1	12	1
8w0w	SEQ_L1	12	1
8qrf	SEQ_L1	12	1
9fgt	SEQ_L1	12	1
8qh0	SEQ_L1	12	1
9l6c	SEQ_L1	12	1
9l6c	SEQ_L1	12	1
8v9d	SEQ_L1	12	1
5ibl	SEQ_L1	12	1
9e6k	SEQ_L1	12	1
7ps1	SEQ_L1	12	1
9bjh	SEQ_L1	12	2
6xq0	SEQ_L1	12	2
7woa	SEQ_L1	12	2
6mto	SEQ_L1	12	2
8ez7	SEQ_L1	12	2
7wn8	SEQ_L1	12	2
7wch	SEQ_L1	12	2
4idj	SEQ_L1	12	2
6vc9	SEQ_L1	12	2
7y0c	SEQ_L1	12	2
8bg2	SEQ_L1	12	2
8dw9	SEQ_L1	12	2
8hgl	SEQ_L1	12	2
7s8h	SEQ_L1	12	2
7sd3	SEQ_L1	12	2
6bkd	SEQ_L1	12	2
7xj6	SEQ_L1	12	2
7rr0	SEQ_L1	12	2
8keo	SEQ_L1	12	2
7qti	SEQ_L1	12	2
8u1c	SEQ_L1	12	2
5w42	SEQ_L1	12	2
8ee1	SEQ_L1	12	2
5ug0	SEQ_L1	12	2
7m6i	SEQ_L1	12	2
6uyg	SEQ_L1	12	2
8a95	SEQ_L1	12	2
5xj3	SEQ_L1	12	2
7su0	SEQ_L1	12	2
8vgp	SEQ_L1	12	2
7m6g	SEQ_L1	12	2
8hp9	SEQ_L1	12	2
7ezv	SEQ_L1	12	2
6mtq	SEQ_L1	12	2
9dq3	SEQ_L1	12	2
4ydl	SEQ_L1	12	2
5esv	SEQ_L1	12	2
4xny	SEQ_L1	12	2
6xzw	SEQ_L1	12	2
6v4o	SEQ_L1	12	2
7s1b	SEQ_L1	12	2
4kv5	SEQ_L1	12	2
7r8l	SEQ_L1	12	2
9fgs	SEQ_L1	12	2
6cmg	SEQ_L1	12	2
7ce2	SEQ_L1	12	2
9fgr	SEQ_L1	12	2
7q9f	SEQ_L1	12	2
7ket	SEQ_L1	12	2
1iqd	SEQ_L1	12	2
6utk	SEQ_L1	12	2
4hwb	SEQ_L1	12	2
7s4s	SEQ_L1	12	2
5xmh	SEQ_L1	12	2
8bk2	SEQ_L1	12	2
7xdl	SEQ_L1	12	2
5vn8	SEQ_L1	12	2
6vgr	SEQ_L1	12	2
6wo4	SEQ_L1	12	2
8xsd	SEQ_L1	12	2
5w4l	SEQ_L1	12	2
8tzy	SEQ_L1	12	2
8gpx	SEQ_L1	12	2
8wyj	SEQ_L1	12	2
6b9j	SEQ_L1	12	2
3w9e	SEQ_L1	12	2
7zr9	SEQ_L1	12	2
5wi9	SEQ_L1	12	2
6o2b	SEQ_L1	12	2
9bj3	SEQ_L1	12	2
4ypg	SEQ_L1	12	2
3hi1	SEQ_L1	12	2
7e3k	SEQ_L1	12	2
7rdw	SEQ_L1	12	2
5xj4	SEQ_L1	12	2
7qez	SEQ_L1	12	2
8bg8	SEQ_L1	12	2
7ps5	SEQ_L1	12	2
7uc8	SEQ_L1	12	2
7unb	SEQ_L1	12	2
8sm1	SEQ_L1	12	2
4dn4	SEQ_L1	12	2
7kfh	SEQ_L1	12	2
7ykj	SEQ_L1	12	2
8w0v	SEQ_L1	12	2
8sis	SEQ_L1	12	2
7nx7	SEQ_L1	12	2
7m6d	SEQ_L1	12	2
