PDB_ID	CDR	Length	Cluster_Label
5tzt	SEQ_L1	16	1
7wkx	SEQ_L1	16	1
6o9i	SEQ_L1	16	1
8yx9	SEQ_L1	16	1
8toa	SEQ_L1	16	1
7amr	SEQ_L1	16	1
7amq	SEQ_L1	16	1
7kra	SEQ_L1	16	1
4uv7	SEQ_L1	16	1
8xs3	SEQ_L1	16	1
7so5	SEQ_L1	16	1
5iwl	SEQ_L1	16	1
8eb2	SEQ_L1	16	1
9dq5	SEQ_L1	16	1
8rgz	SEQ_L1	16	1
8szy	SEQ_L1	16	1
8eoo	SEQ_L1	16	1
9aru	SEQ_L1	16	1
6b0e	SEQ_L1	16	1
5k9o	SEQ_L1	16	1
7lue	SEQ_L1	16	1
8u4q	SEQ_L1	16	1
6wo5	SEQ_L1	16	1
8ved	SEQ_L1	16	1
5vgj	SEQ_L1	16	1
9b2w	SEQ_L1	16	1
7n0a	SEQ_L1	16	1
8tnl	SEQ_L1	16	1
8bg1	SEQ_L1	16	1
7rxp	SEQ_L1	16	1
6wgl	SEQ_L1	16	1
7pnm	SEQ_L1	16	1
7e8c	SEQ_L1	16	1
6iuv	SEQ_L1	16	1
7t4r	SEQ_L1	16	1
5a3i	SEQ_L1	16	1
7wsc	SEQ_L1	16	1
6c6z	SEQ_L1	16	1
6oej	SEQ_L1	16	1
6mlk	SEQ_L1	16	1
7jie	SEQ_L1	16	1
7deo	SEQ_L1	16	1
7chh	SEQ_L1	16	1
7e9o	SEQ_L1	16	1
8tjn	SEQ_L1	16	1
8zr4	SEQ_L1	16	1
8us0	SEQ_L1	16	1
6wmw	SEQ_L1	16	1
4dtg	SEQ_L1	16	1
8pwv	SEQ_L1	16	1
7ukm	SEQ_L1	16	1
6i07	SEQ_L1	16	1
4hcr	SEQ_L1	16	1
5d1x	SEQ_L1	16	1
8swh	SEQ_L1	16	1
8dm3	SEQ_L1	16	1
7luc	SEQ_L1	16	1
6b0g	SEQ_L1	16	1
6cde	SEQ_L1	16	1
6cdi	SEQ_L1	16	1
