PDB_ID	CDR	Length	Cluster_Label
3hi6	SEQ_L3	8	1
7ljr	SEQ_L3	8	1
6cmg	SEQ_L3	8	1
7ps1	SEQ_L3	8	1
7n62	SEQ_L3	8	1
3w9e	SEQ_L3	8	1
6uyg	SEQ_L3	8	1
9l6c	SEQ_L3	8	1
5o1r	SEQ_L3	8	1
6bkd	SEQ_L3	8	1
7ul1	SEQ_L3	8	1
7s7i	SEQ_L3	8	1
8eay	SEQ_L3	8	1
5w08	SEQ_L3	8	1
6txz	SEQ_L3	8	1
5t3z	SEQ_L3	8	1
4u6v	SEQ_L3	8	1
8pwv	SEQ_L3	8	1
7y6l	SEQ_L3	8	1
6oej	SEQ_L3	8	1
7kra	SEQ_L3	8	1
6iuv	SEQ_L3	8	1
6c6z	SEQ_L3	8	1
6phc	SEQ_L3	8	1
9b2w	SEQ_L3	8	1
8bg1	SEQ_L3	8	1
7f3q	SEQ_L3	8	1
3jwo	SEQ_L3	8	1
2xtj	SEQ_L3	8	1
8tzy	SEQ_L3	8	1
8tv1	SEQ_L3	8	1
8dz4	SEQ_L3	8	1
7m30	SEQ_L3	8	1
6o39	SEQ_L3	8	1
6bf4	SEQ_L3	8	1
8x0y	SEQ_L3	8	1
8yx1	SEQ_L3	8	1
8wyj	SEQ_L3	8	1
7nx7	SEQ_L3	8	1
8b7h	SEQ_L3	8	1
4ps4	SEQ_L3	8	1
8uky	SEQ_L3	8	1
8bbo	SEQ_L3	8	1
8suo	SEQ_L3	8	1
8ekd	SEQ_L3	8	1
6o3a	SEQ_L3	8	1
8rmx	SEQ_L3	8	1
7jmo	SEQ_L3	8	1
4ogx	SEQ_L3	8	1
8dz3	SEQ_L3	8	1
5vig	SEQ_L3	8	1
8v5q	SEQ_L3	8	1
7ce2	SEQ_L3	8	1
8ghp	SEQ_L3	8	1
5w42	SEQ_L3	8	1
4r4n	SEQ_L3	8	1
7chs	SEQ_L3	8	1
8wyj	SEQ_L3	8	1
8dxt	SEQ_L3	8	1
7nd3	SEQ_L3	8	1
7t7b	SEQ_L3	8	1
4zs6	SEQ_L3	8	1
7xs8	SEQ_L3	8	1
8ath	SEQ_L3	8	1
4irz	SEQ_L3	8	1
5f9o	SEQ_L3	8	1
8r9w	SEQ_L3	8	1
8sxj	SEQ_L3	8	1
5f9w	SEQ_L3	8	1
8gnh	SEQ_L3	8	1
5ggt	SEQ_L3	8	1
7djz	SEQ_L3	8	1
7mzl	SEQ_L3	8	1
8yww	SEQ_L3	8	1
7vmu	SEQ_L3	8	1
8tv3	SEQ_L3	8	1
7mlh	SEQ_L3	8	1
7tri	SEQ_L3	8	1
6nn3	SEQ_L3	8	1
