PDB_ID	CDR	Length	Cluster_Label
7t01	SEQ_H2	5	1
7lss	SEQ_H2	5	1
7mmo	SEQ_H2	5	1
7d0d	SEQ_H2	5	1
6ywc	SEQ_H2	5	1
8erq	SEQ_H2	5	1
7xsa	SEQ_H2	5	1
7yvk	SEQ_H2	5	1
7yve	SEQ_H2	5	1
8gdr	SEQ_H2	5	1
7ycy	SEQ_H2	5	1
7wrj	SEQ_H2	5	1
3lev	SEQ_H2	5	1
8rgz	SEQ_H2	5	1
7wee	SEQ_H2	5	1
6rps	SEQ_H2	5	1
8vye	SEQ_H2	5	1
8hp9	SEQ_H2	5	1
8t6m	SEQ_H2	5	1
6xy2	SEQ_H2	5	1
3l5x	SEQ_H2	5	1
4ps4	SEQ_H2	5	1
6ywd	SEQ_H2	5	1
4g6m	SEQ_H2	5	1
8cw9	SEQ_H2	5	1
6urm	SEQ_H2	5	1
7cm4	SEQ_H2	5	1
8rmx	SEQ_H2	5	1
8ywq	SEQ_H2	5	1
6vug	SEQ_H2	5	1
5uqy	SEQ_H2	5	1
7bq5	SEQ_H2	5	1
7mxl	SEQ_H2	5	1
8eoo	SEQ_H2	5	1
8cin	SEQ_H2	5	1
9b8j	SEQ_H2	5	1
8vww	SEQ_H2	5	1
6nn3	SEQ_H2	5	1
6oan	SEQ_H2	5	1
7q9j	SEQ_H2	5	1
7ps0	SEQ_H2	5	1
7u9g	SEQ_H2	5	1
7y0v	SEQ_H2	5	1
8jio	SEQ_H2	5	1
8tp7	SEQ_H2	5	1
8u1q	SEQ_H2	5	1
7qnw	SEQ_H2	5	1
8e6k	SEQ_H2	5	1
6v4n	SEQ_H2	5	1
7pry	SEQ_H2	5	1
6r2s	SEQ_H2	5	1
3hi1	SEQ_H2	5	1
7m3i	SEQ_H2	5	1
7czw	SEQ_H2	5	1
7ps7	SEQ_H2	5	1
6pze	SEQ_H2	5	1
5utz	SEQ_H2	5	1
5ush	SEQ_H2	5	1
7q0h	SEQ_H2	5	1
7n5h	SEQ_H2	5	1
6tou	SEQ_H2	5	1
4yk4	SEQ_H2	5	1
7czp	SEQ_H2	5	1
7rbu	SEQ_H2	5	1
3b2u	SEQ_H2	5	1
5xwd	SEQ_H2	5	1
5bv7	SEQ_H2	5	1
7kn4	SEQ_H2	5	1
5xku	SEQ_H2	5	1
7l7r	SEQ_H2	5	1
7akd	SEQ_H2	5	1
7sts	SEQ_H2	5	1
7str	SEQ_H2	5	1
7t17	SEQ_H2	5	1
8eay	SEQ_H2	5	1
8cbd	SEQ_H2	5	1
8vvk	SEQ_H2	5	1
8zho	SEQ_H2	5	1
8y4c	SEQ_H2	5	1
8vef	SEQ_H2	5	1
8jqm	SEQ_H2	5	1
5k59	SEQ_H2	5	1
8yx1	SEQ_H2	5	1
6iw2	SEQ_H2	5	1
7shz	SEQ_H2	5	1
6pdx	SEQ_H2	5	1
7yds	SEQ_H2	5	1
6dfj	SEQ_H2	5	1
7f7h	SEQ_H2	5	1
6xe1	SEQ_H2	5	1
7czq	SEQ_H2	5	1
7qf0	SEQ_H2	5	1
7nd3	SEQ_H2	5	1
7b3o	SEQ_H2	5	1
7d0c	SEQ_H2	5	1
7ps1	SEQ_H2	5	1
7mzn	SEQ_H2	5	1
4tsa	SEQ_H2	5	1
7kmh	SEQ_H2	5	1
7ey0	SEQ_H2	5	1
7chs	SEQ_H2	5	1
7bz5	SEQ_H2	5	1
7k8m	SEQ_H2	5	1
4tsb	SEQ_H2	5	1
7cjf	SEQ_H2	5	1
7np1	SEQ_H2	5	1
7e88	SEQ_H2	5	1
7e7y	SEQ_H2	5	1
7chc	SEQ_H2	5	1
7s4s	SEQ_H2	5	1
7n3i	SEQ_H2	5	1
7che	SEQ_H2	5	1
7e86	SEQ_H2	5	1
4ttd	SEQ_H2	5	1
7neg	SEQ_H2	5	1
7cho	SEQ_H2	5	1
8dce	SEQ_H2	5	1
7pqy	SEQ_H2	5	1
7nx7	SEQ_H2	5	1
6xcn	SEQ_H2	5	1
7jmo	SEQ_H2	5	1
7wbz	SEQ_H2	5	1
7wos	SEQ_H2	5	1
7ul1	SEQ_H2	5	1
7s5p	SEQ_H2	5	1
7x08	SEQ_H2	5	1
8bcz	SEQ_H2	5	1
7wnb	SEQ_H2	5	1
7xs8	SEQ_H2	5	1
8bse	SEQ_H2	5	1
7xsc	SEQ_H2	5	1
7wt7	SEQ_H2	5	1
8gf2	SEQ_H2	5	1
8bec	SEQ_H2	5	1
8bg3	SEQ_H2	5	1
8bg2	SEQ_H2	5	1
8hws	SEQ_H2	5	1
8yz5	SEQ_H2	5	1
9l6c	SEQ_H2	5	1
8yww	SEQ_H2	5	1
6dfh	SEQ_H2	5	1
7ce2	SEQ_H2	5	1
5gzo	SEQ_H2	5	1
7mdp	SEQ_H2	5	1
6e4x	SEQ_H2	5	1
4m5z	SEQ_H2	5	1
8dcc	SEQ_H2	5	1
7yv1	SEQ_H2	5	1
8tp2	SEQ_H2	5	1
8tnl	SEQ_H2	5	1
8pwu	SEQ_H2	5	1
8pww	SEQ_H2	5	1
7oly	SEQ_H2	5	1
5o1r	SEQ_H2	5	1
2eks	SEQ_H2	5	1
7czx	SEQ_H2	5	1
8zgu	SEQ_H2	5	1
8jkf	SEQ_H2	5	1
8jkh	SEQ_H2	5	1
8ez8	SEQ_H2	5	1
6xpy	SEQ_H2	5	1
8siq	SEQ_H2	5	1
6b0h	SEQ_H2	5	1
6iut	SEQ_H2	5	1
6wqo	SEQ_H2	5	1
5vgj	SEQ_H2	5	1
8v9d	SEQ_H2	5	1
6phb	SEQ_H2	5	1
8r1c	SEQ_H2	5	1
8gau	SEQ_H2	5	1
9bdf	SEQ_H2	5	1
7wph	SEQ_H2	5	1
8d9y	SEQ_H2	5	1
6ii9	SEQ_H2	5	1
7kra	SEQ_H2	5	1
7e23	SEQ_H2	5	1
7e5o	SEQ_H2	5	1
6mlk	SEQ_H2	5	1
7m7b	SEQ_H2	5	1
7po5	SEQ_H2	5	1
7pnq	SEQ_H2	5	1
7ycn	SEQ_H2	5	1
8gnh	SEQ_H2	5	1
8ee1	SEQ_H2	5	1
4xnm	SEQ_H2	5	1
2vxq	SEQ_H2	5	1
9bif	SEQ_H2	5	1
8vuj	SEQ_H2	5	1
4r4n	SEQ_H2	5	1
6pzy	SEQ_H2	5	1
6xqw	SEQ_H2	5	1
8w0y	SEQ_H2	5	1
7xdl	SEQ_H2	5	1
7zlk	SEQ_H2	5	1
7z3a	SEQ_H2	5	1
8tma	SEQ_H2	5	1
8e6j	SEQ_H2	5	1
7kql	SEQ_H2	5	1
5d1z	SEQ_H2	5	1
7tri	SEQ_H2	5	1
7bel	SEQ_H2	5	1
6uig	SEQ_H2	5	1
8ved	SEQ_H2	5	1
6oe4	SEQ_H2	5	1
8w0x	SEQ_H2	5	1
6i04	SEQ_H2	5	1
7kn3	SEQ_H2	5	1
9mer	SEQ_H2	5	1
8v5q	SEQ_H2	5	1
7so5	SEQ_H2	5	1
7uxl	SEQ_H2	5	1
7unb	SEQ_H2	5	1
7n3d	SEQ_H2	5	1
2j6e	SEQ_H2	5	1
7msq	SEQ_H2	5	1
8toa	SEQ_H2	5	1
5sx4	SEQ_H2	5	1
4rfo	SEQ_H2	5	1
8vcr	SEQ_H2	5	1
8tp9	SEQ_H2	5	1
8dfg	SEQ_H2	5	1
5w1k	SEQ_H2	5	1
8ivx	SEQ_H2	5	1
7eh5	SEQ_H2	5	1
8gye	SEQ_H2	5	1
8hlb	SEQ_H2	5	1
4lmq	SEQ_H2	5	1
7yvg	SEQ_H2	5	1
9gwt	SEQ_H2	5	1
7quh	SEQ_H2	5	1
6aru	SEQ_H2	5	1
