PDB_ID	CDR	Length	Cluster_Label
4uu9	SEQ_H2	6	1
3ux9	SEQ_H2	6	1
7s0b	SEQ_H2	6	1
6wtu	SEQ_H2	6	1
7lcv	SEQ_H2	6	1
4y5x	SEQ_H2	6	1
3bn9	SEQ_H2	6	1
6uta	SEQ_H2	6	1
6wtv	SEQ_H2	6	1
6ktr	SEQ_H2	6	1
6ii8	SEQ_H2	6	1
7dpm	SEQ_H2	6	1
7mzk	SEQ_H2	6	1
2vxs	SEQ_H2	6	1
7wog	SEQ_H2	6	1
8as0	SEQ_H2	6	1
8dxt	SEQ_H2	6	1
8dy1	SEQ_H2	6	1
8k3c	SEQ_H2	6	1
8rpb	SEQ_H2	6	1
8rp8	SEQ_H2	6	1
8xse	SEQ_H2	6	1
8tft	SEQ_H2	6	1
8s6z	SEQ_H2	6	1
8v13	SEQ_H2	6	1
9aru	SEQ_H2	6	1
7tzh	SEQ_H2	6	1
7cj2	SEQ_H2	6	1
8jel	SEQ_H2	6	1
6n81	SEQ_H2	6	1
8gy5	SEQ_H2	6	1
8i3u	SEQ_H2	6	1
6u36	SEQ_H2	6	1
8vk1	SEQ_H2	6	1
8r9w	SEQ_H2	6	1
6jjp	SEQ_H2	6	1
6ye3	SEQ_H2	6	1
8znz	SEQ_H2	6	1
7wsl	SEQ_H2	6	1
7vux	SEQ_H2	6	1
5ob5	SEQ_H2	6	1
1h0d	SEQ_H2	6	1
6wgl	SEQ_H2	6	1
5occ	SEQ_H2	6	1
7r40	SEQ_H2	6	1
7e9b	SEQ_H2	6	1
9b2w	SEQ_H2	6	1
6vy5	SEQ_H2	6	1
7f3q	SEQ_H2	6	1
5cus	SEQ_H2	6	1
7dha	SEQ_H2	6	1
7s0d	SEQ_H2	6	1
7vyt	SEQ_H2	6	1
7rw2	SEQ_H2	6	1
7k9z	SEQ_H2	6	1
7df1	SEQ_H2	6	1
7k8w	SEQ_H2	6	1
6hhc	SEQ_H2	6	1
7k8x	SEQ_H2	6	1
8d48	SEQ_H2	6	1
3r1g	SEQ_H2	6	1
7t4r	SEQ_H2	6	1
5n7w	SEQ_H2	6	1
8db4	SEQ_H2	6	1
6nms	SEQ_H2	6	1
8cyh	SEQ_H2	6	1
4ogx	SEQ_H2	6	1
4wv1	SEQ_H2	6	1
6xpx	SEQ_H2	6	1
8sj6	SEQ_H2	6	1
8cxg	SEQ_H2	6	1
7e8c	SEQ_H2	6	1
8jmm	SEQ_H2	6	1
7chh	SEQ_H2	6	1
