PDB_ID	CDR	Length	Cluster_Label
6bf4	SEQ_L1	17	1
8ekd	SEQ_L1	17	1
8d48	SEQ_L1	17	1
7eng	SEQ_L1	17	1
7prz	SEQ_L1	17	1
8gf2	SEQ_L1	17	1
8cwj	SEQ_L1	17	1
6rlo	SEQ_L1	17	1
7mzk	SEQ_L1	17	1
7zxk	SEQ_L1	17	1
7f9w	SEQ_L1	17	1
7kn3	SEQ_L1	17	1
7oly	SEQ_L1	17	1
5if0	SEQ_L1	17	1
7k9z	SEQ_L1	17	1
7czy	SEQ_L1	17	1
7d0d	SEQ_L1	17	1
7ps2	SEQ_L1	17	1
7czx	SEQ_L1	17	1
7df1	SEQ_L1	17	1
7uvs	SEQ_L1	17	1
7ubs	SEQ_L1	17	1
8dnn	SEQ_L1	17	1
8b7h	SEQ_L1	17	1
8suo	SEQ_L1	17	1
8s6z	SEQ_L1	17	1
8rmx	SEQ_L1	17	1
8ume	SEQ_L1	17	1
5kw9	SEQ_L1	17	1
4ye4	SEQ_L1	17	1
6pe8	SEQ_L1	17	1
6pe9	SEQ_L1	17	1
6o9h	SEQ_L1	17	1
6xq4	SEQ_L1	17	1
6ye3	SEQ_L1	17	1
7fjo	SEQ_L1	17	1
6xpx	SEQ_L1	17	1
6att	SEQ_L1	17	1
5wk3	SEQ_L1	17	1
6xkr	SEQ_L1	17	1
