seq32	seq191	hemagglutinin
seq32	seq192	hemagglutinin
seq32	seq193	hemagglutinin
seq32	seq718	spike protein s1
seq32	seq1198	spike protein s1
seq32	seq1200	spike protein s1
seq32	seq1248	spike protein s1
seq32	seq1553	spike glycoprotein
seq32	seq1554	spike glycoprotein
seq32	seq1559	spike protein s1
seq32	seq1560	spike protein s1
seq32	seq1899	spike glycoprotein
seq32	seq2017	spike protein s1
seq32	seq2019	spike protein s1
seq32	seq2715	spike glycoprotein
seq32	seq2716	spike glycoprotein
seq32	seq2717	spike glycoprotein
seq32	seq2808	surface glycoprotein
seq32	seq2891	spike glycoprotein
seq32	seq2892	spike glycoprotein
seq32	seq2893	spike glycoprotein
seq32	seq3039	spike glycoprotein
seq32	seq3075	spike glycoprotein
seq32	seq3076	spike glycoprotein
seq32	seq3130	spike glycoprotein
seq32	seq3131	spike glycoprotein
seq32	seq3163	spike protein s1
seq32	seq3267	spike glycoprotein
seq32	seq3268	spike glycoprotein
seq32	seq3310	spike protein s1
seq32	seq3505	spike protein s1
seq32	seq3775	spike glycoprotein
seq32	seq3776	spike glycoprotein
seq32	seq3831	spike protein s1
seq32	seq3906	spike protein s1
seq32	seq3907	spike protein s1
seq32	seq3909	spike protein s1
seq32	seq4070	spike glycoprotein
seq32	seq4223	spike glycoprotein
seq32	seq4224	spike glycoprotein
seq32	seq4225	spike glycoprotein
seq32	seq4251	spike glycoprotein
seq32	seq4252	spike glycoprotein
seq32	seq4253	spike glycoprotein
seq32	seq4383	spike glycoprotein
seq32	seq4463	hemagglutinin
seq32	seq4464	hemagglutinin
seq32	seq4544	surface glycoprotein
seq32	seq4665	spike glycoprotein
seq32	seq4739	spike protein s1
seq32	seq4740	spike protein s1
seq32	seq4780	spike protein s1
seq32	seq4781	spike protein s1
seq32	seq4872	spike protein s1
seq32	seq4940	hemagglutinin
seq32	seq5221	spike glycoprotein
seq32	seq5309	spike protein s1
seq32	seq5310	spike protein s1
seq32	seq5331	spike glycoprotein
seq97	seq726	spike glycoprotein
seq97	seq727	spike glycoprotein
seq97	seq728	spike glycoprotein
seq97	seq729	spike glycoprotein
seq97	seq730	spike glycoprotein
seq97	seq731	spike glycoprotein
seq97	seq732	spike protein s1
seq97	seq733	spike protein s1
seq97	seq1046	fusion glycoprotein f0
seq97	seq4560	hemagglutinin
seq97	seq4561	hemagglutinin
seq404	seq404	spike glycoprotein
seq404	seq405	spike glycoprotein
seq404	seq1507	neuraminidase
seq404	seq1508	neuraminidase
seq404	seq1509	neuraminidase
seq404	seq1510	neuraminidase
seq404	seq1511	neuraminidase
seq404	seq1512	neuraminidase
seq404	seq1513	neuraminidase
seq404	seq1514	neuraminidase
seq404	seq1515	neuraminidase
seq404	seq1516	neuraminidase
seq404	seq1517	neuraminidase
seq404	seq1518	neuraminidase
seq404	seq1519	neuraminidase
seq404	seq1520	neuraminidase
seq404	seq3996	spike glycoprotein
seq404	seq4498	spike glycoprotein
seq404	seq4499	spike glycoprotein
seq404	seq4500	spike glycoprotein
seq416	seq416	spike glycoprotein
seq416	seq417	spike glycoprotein
seq416	seq418	spike glycoprotein
seq416	seq452	spike glycoprotein
seq416	seq454	spike glycoprotein
seq416	seq456	spike glycoprotein
seq416	seq851	spike protein s1
seq416	seq1891	spike protein s1
seq416	seq1892	spike protein s1
seq416	seq1893	spike protein s1
seq416	seq1894	spike protein s1
seq416	seq1895	spike protein s1
seq416	seq1896	spike protein s1
seq416	seq1897	spike protein s1
seq416	seq1898	spike protein s1
seq416	seq1911	spike glycoprotein
seq416	seq1914	spike glycoprotein
seq416	seq1916	spike glycoprotein
seq416	seq1918	spike glycoprotein
seq416	seq2247	spike protein s1
seq416	seq2248	spike glycoprotein
seq416	seq2249	spike glycoprotein
seq416	seq2250	spike glycoprotein
seq416	seq2375	spike protein s1
seq416	seq2376	spike protein s1
seq416	seq2386	spike protein s1
seq416	seq2387	spike protein s1
seq416	seq2511	spike glycoprotein
seq416	seq2512	spike glycoprotein
seq416	seq2513	spike glycoprotein
seq416	seq2609	spike glycoprotein
seq416	seq2610	spike glycoprotein
seq416	seq2698	hemagglutinin
seq416	seq2699	hemagglutinin
seq416	seq2700	hemagglutinin
seq416	seq2701	hemagglutinin
seq416	seq2702	hemagglutinin
seq416	seq2703	hemagglutinin
seq416	seq2704	hemagglutinin
seq416	seq2705	hemagglutinin
seq416	seq2706	hemagglutinin
seq416	seq2707	hemagglutinin
seq416	seq2708	hemagglutinin
seq416	seq2709	hemagglutinin
seq416	seq3188	spike protein s1
seq416	seq3189	spike protein s1
seq416	seq3263	hemagglutinin | hemagglutinin
seq416	seq3264	hemagglutinin | hemagglutinin
seq416	seq3265	hemagglutinin | hemagglutinin
seq416	seq3326	hemagglutinin
seq416	seq3327	hemagglutinin
seq416	seq3548	spike glycoprotein
seq416	seq3913	hemagglutinin | hemagglutinin
seq416	seq3914	hemagglutinin | hemagglutinin
seq416	seq3915	hemagglutinin | hemagglutinin
seq416	seq4180	hemagglutinin | hemagglutinin
seq416	seq4181	hemagglutinin | hemagglutinin
seq416	seq4182	hemagglutinin | hemagglutinin
seq416	seq4229	spike protein s1
seq416	seq4307	spike protein s1
seq416	seq4429	spike protein s1
seq416	seq4497	spike protein s1
seq416	seq4580	spike protein s1
seq416	seq4589	spike protein s1
seq416	seq4966	spike glycoprotein
seq416	seq5368	spike protein s1
seq416	seq5397	spike protein s1
seq416	seq5455	spike protein s1
seq448	seq453	spike glycoprotein
seq448	seq455	spike glycoprotein
seq448	seq457	spike glycoprotein
seq448	seq1437	spike protein s1
seq448	seq1439	spike protein s1
seq448	seq1479	spike protein s1
seq448	seq1868	spike protein s1
seq448	seq1869	spike protein s1
seq448	seq1876	spike glycoprotein
seq448	seq2358	spike glycoprotein
seq448	seq2359	spike glycoprotein
seq448	seq2360	spike glycoprotein
seq448	seq2361	spike glycoprotein
seq448	seq2362	spike glycoprotein
seq448	seq2363	spike glycoprotein
seq448	seq2364	spike glycoprotein
seq448	seq2365	spike glycoprotein
seq448	seq2366	spike glycoprotein
seq448	seq2367	spike protein s1
seq448	seq2374	spike protein s1
seq448	seq3272	hemagglutinin
seq448	seq3273	hemagglutinin
seq448	seq3274	hemagglutinin
seq448	seq3969	spike glycoprotein
seq448	seq4015	spike protein s1
seq448	seq5193	hemagglutinin
seq448	seq5194	hemagglutinin
seq460	seq460	spike glycoprotein
seq460	seq461	spike glycoprotein
seq460	seq462	spike glycoprotein
seq460	seq463	spike glycoprotein
seq460	seq466	spike glycoprotein
seq460	seq473	spike glycoprotein
seq460	seq474	spike glycoprotein
seq460	seq475	spike glycoprotein
seq460	seq1165	spike protein s1
seq460	seq1166	spike protein s1
seq460	seq1167	spike protein s1
seq547	seq542	spike protein s1
seq547	seq547	spike glycoprotein
seq547	seq548	spike glycoprotein
seq547	seq3369	spike protein s1
seq547	seq3492	hemagglutinin | hemagglutinin
seq547	seq3493	hemagglutinin | hemagglutinin
seq547	seq3494	hemagglutinin | hemagglutinin
seq547	seq3817	spike glycoprotein
seq547	seq5171	hemagglutinin | hemagglutinin
seq547	seq5172	hemagglutinin | hemagglutinin
seq547	seq5173	hemagglutinin | hemagglutinin
seq736	seq626	spike glycoprotein
seq736	seq933	spike glycoprotein
seq736	seq978	spike glycoprotein
seq736	seq979	spike glycoprotein
seq736	seq1359	spike glycoprotein
seq736	seq1360	spike glycoprotein
seq736	seq1361	spike glycoprotein
seq736	seq1362	spike glycoprotein
seq736	seq1363	spike glycoprotein
seq736	seq1364	spike glycoprotein
seq736	seq1401	spike glycoprotein
seq736	seq1409	spike glycoprotein
seq736	seq1410	spike glycoprotein
seq736	seq1877	spike glycoprotein
seq736	seq1878	spike glycoprotein
seq736	seq1880	spike glycoprotein
seq736	seq1881	spike glycoprotein
seq736	seq1882	spike glycoprotein
seq736	seq1883	spike glycoprotein
seq736	seq2024	spike glycoprotein
seq736	seq2025	spike glycoprotein
seq736	seq2026	spike glycoprotein
seq736	seq2027	spike glycoprotein
seq736	seq2241	spike glycoprotein
seq736	seq2252	spike glycoprotein
seq736	seq2258	spike glycoprotein
seq736	seq2259	spike glycoprotein
seq736	seq2443	spike glycoprotein
seq736	seq2444	spike glycoprotein
seq736	seq2869	spike glycoprotein
seq736	seq2871	spike glycoprotein
seq736	seq3782	spike glycoprotein
seq736	seq3844	spike glycoprotein
seq736	seq3845	spike glycoprotein
seq736	seq3846	spike glycoprotein
seq736	seq3847	spike glycoprotein
seq736	seq4140	spike glycoprotein
seq736	seq4141	spike glycoprotein
seq736	seq4230	spike glycoprotein
seq736	seq4231	spike glycoprotein
seq736	seq4232	spike glycoprotein
