seq5	seq5	hemagglutinin
seq5	seq6	hemagglutinin
seq5	seq7	hemagglutinin
seq5	seq11	hemagglutinin
seq5	seq12	hemagglutinin
seq5	seq13	hemagglutinin
seq5	seq14	hemagglutinin
seq5	seq15	hemagglutinin
seq5	seq16	hemagglutinin
seq17	seq17	spike glycoprotein
seq17	seq18	spike glycoprotein
seq17	seq19	spike glycoprotein
seq24	seq24	spike protein s1
seq32	seq191	hemagglutinin
seq32	seq192	hemagglutinin
seq32	seq193	hemagglutinin
seq32	seq718	spike protein s1
seq32	seq1198	spike protein s1
seq32	seq1200	spike protein s1
seq32	seq1248	spike protein s1
seq32	seq1553	spike glycoprotein
seq32	seq1554	spike glycoprotein
seq32	seq1559	spike protein s1
seq32	seq1560	spike protein s1
seq32	seq1899	spike glycoprotein
seq32	seq2017	spike protein s1
seq32	seq2019	spike protein s1
seq32	seq2715	spike glycoprotein
seq32	seq2716	spike glycoprotein
seq32	seq2717	spike glycoprotein
seq32	seq2808	surface glycoprotein
seq32	seq2891	spike glycoprotein
seq32	seq2892	spike glycoprotein
seq32	seq2893	spike glycoprotein
seq32	seq3039	spike glycoprotein
seq32	seq3075	spike glycoprotein
seq32	seq3076	spike glycoprotein
seq32	seq3130	spike glycoprotein
seq32	seq3131	spike glycoprotein
seq32	seq3163	spike protein s1
seq32	seq3267	spike glycoprotein
seq32	seq3268	spike glycoprotein
seq32	seq3310	spike protein s1
seq32	seq3505	spike protein s1
seq32	seq3775	spike glycoprotein
seq32	seq3776	spike glycoprotein
seq32	seq3831	spike protein s1
seq32	seq3906	spike protein s1
seq32	seq3907	spike protein s1
seq32	seq3909	spike protein s1
seq32	seq4070	spike glycoprotein
seq32	seq4223	spike glycoprotein
seq32	seq4224	spike glycoprotein
seq32	seq4225	spike glycoprotein
seq32	seq4251	spike glycoprotein
seq32	seq4252	spike glycoprotein
seq32	seq4253	spike glycoprotein
seq32	seq4383	spike glycoprotein
seq32	seq4463	hemagglutinin
seq32	seq4464	hemagglutinin
seq32	seq4544	surface glycoprotein
seq32	seq4665	spike glycoprotein
seq32	seq4739	spike protein s1
seq32	seq4740	spike protein s1
seq32	seq4780	spike protein s1
seq32	seq4781	spike protein s1
seq32	seq4872	spike protein s1
seq32	seq4940	hemagglutinin
seq32	seq5221	spike glycoprotein
seq32	seq5309	spike protein s1
seq32	seq5310	spike protein s1
seq32	seq5331	spike glycoprotein
seq35	seq35	spike protein s1
seq35	seq36	spike glycoprotein
seq35	seq37	spike glycoprotein
seq35	seq38	spike glycoprotein
seq41	seq2744	envelope glycoprotein gp120
seq46	seq46	spike glycoprotein
seq47	seq47	spike glycoprotein
seq52	seq52	spike glycoprotein
seq56	seq56	spike glycoprotein
seq56	seq57	spike glycoprotein
seq56	seq58	spike glycoprotein
seq93	seq93	spike glycoprotein
seq93	seq94	spike glycoprotein
seq93	seq95	spike glycoprotein
seq93	seq127	spike protein s1
seq97	seq726	spike glycoprotein
seq97	seq727	spike glycoprotein
seq97	seq728	spike glycoprotein
seq97	seq729	spike glycoprotein
seq97	seq730	spike glycoprotein
seq97	seq731	spike glycoprotein
seq97	seq732	spike protein s1
seq97	seq733	spike protein s1
seq97	seq1046	fusion glycoprotein f0
seq97	seq4560	hemagglutinin
seq97	seq4561	hemagglutinin
seq107	seq107	neuraminidase
seq107	seq3827	neuraminidase
seq107	seq3828	neuraminidase
seq107	seq3829	neuraminidase
seq107	seq3830	neuraminidase
seq151	seq1185	spike protein s1
seq151	seq4522	spike glycoprotein
seq151	seq4523	spike glycoprotein
seq151	seq4524	spike glycoprotein
seq224	seq222	hemagglutinin
seq224	seq223	hemagglutinin
seq224	seq224	hemagglutinin
seq224	seq2850	spike glycoprotein
seq224	seq2851	spike glycoprotein
seq224	seq3880	hemagglutinin
seq224	seq4573	spike glycoprotein
seq224	seq4574	spike glycoprotein
seq224	seq4575	spike glycoprotein
seq245	seq245	hemagglutinin
seq245	seq246	hemagglutinin
seq245	seq247	hemagglutinin
seq256	seq4693	surface glycoprotein
seq256	seq5058	spike glycoprotein
seq256	seq5059	spike glycoprotein
seq260	seq260	hemagglutinin
seq283	seq283	spike glycoprotein
seq283	seq285	spike glycoprotein
seq283	seq287	spike glycoprotein
seq288	seq284	spike glycoprotein
seq288	seq286	spike glycoprotein
seq288	seq288	spike glycoprotein
seq288	seq2507	spike glycoprotein
seq288	seq2509	spike glycoprotein
seq288	seq2510	spike glycoprotein
seq288	seq5406	spike glycoprotein
seq290	seq290	hemagglutinin
seq290	seq291	hemagglutinin
seq290	seq292	hemagglutinin
seq293	seq293	hemagglutinin
seq293	seq294	hemagglutinin
seq293	seq295	hemagglutinin
seq305	seq305	hemagglutinin
seq305	seq306	hemagglutinin
seq305	seq307	hemagglutinin
seq305	seq308	hemagglutinin
seq305	seq309	hemagglutinin
seq305	seq310	hemagglutinin
seq332	seq332	spike protein s1
seq332	seq337	spike glycoprotein
seq332	seq345	spike glycoprotein
seq343	seq340	spike protein s1
seq343	seq343	spike protein s1
seq351	seq351	spike protein s1
seq352	seq352	spike protein s1
seq355	seq3539	hemagglutinin
seq355	seq3540	hemagglutinin
seq376	seq376	hemagglutinin | hemagglutinin
seq376	seq377	hemagglutinin | hemagglutinin
seq376	seq378	hemagglutinin | hemagglutinin
seq393	seq4019	spike glycoprotein
seq393	seq4915	spike protein s1
seq393	seq5178	spike protein s1
seq393	seq5458	spike protein s1
seq404	seq404	spike glycoprotein
seq404	seq405	spike glycoprotein
seq404	seq1507	neuraminidase
seq404	seq1508	neuraminidase
seq404	seq1509	neuraminidase
seq404	seq1510	neuraminidase
seq404	seq1511	neuraminidase
seq404	seq1512	neuraminidase
seq404	seq1513	neuraminidase
seq404	seq1514	neuraminidase
seq404	seq1515	neuraminidase
seq404	seq1516	neuraminidase
seq404	seq1517	neuraminidase
seq404	seq1518	neuraminidase
seq404	seq1519	neuraminidase
seq404	seq1520	neuraminidase
seq404	seq3996	spike glycoprotein
seq404	seq4498	spike glycoprotein
seq404	seq4499	spike glycoprotein
seq404	seq4500	spike glycoprotein
seq413	seq4074	spike glycoprotein
seq416	seq416	spike glycoprotein
seq416	seq417	spike glycoprotein
seq416	seq418	spike glycoprotein
seq416	seq452	spike glycoprotein
seq416	seq454	spike glycoprotein
seq416	seq456	spike glycoprotein
seq416	seq851	spike protein s1
seq416	seq1891	spike protein s1
seq416	seq1892	spike protein s1
seq416	seq1893	spike protein s1
seq416	seq1894	spike protein s1
seq416	seq1895	spike protein s1
seq416	seq1896	spike protein s1
seq416	seq1897	spike protein s1
seq416	seq1898	spike protein s1
seq416	seq1911	spike glycoprotein
seq416	seq1914	spike glycoprotein
seq416	seq1916	spike glycoprotein
seq416	seq1918	spike glycoprotein
seq416	seq2247	spike protein s1
seq416	seq2248	spike glycoprotein
seq416	seq2249	spike glycoprotein
seq416	seq2250	spike glycoprotein
