seq0	seq24	spike protein s1
seq0	seq260	hemagglutinin
seq0	seq543	spike protein s1
seq0	seq1108	spike protein s1
seq0	seq1165	spike protein s1
seq0	seq1166	spike protein s1
seq0	seq1167	spike protein s1
seq0	seq1438	spike protein s1
seq0	seq1440	spike protein s1
seq0	seq1552	spike protein s1
seq0	seq1557	spike protein s1
seq0	seq1868	spike protein s1
seq0	seq1869	spike protein s1
seq0	seq1876	spike glycoprotein
seq0	seq1947	spike protein s1
seq0	seq2480	spike glycoprotein
seq0	seq2481	spike glycoprotein
seq0	seq2482	spike glycoprotein
seq0	seq2870	spike glycoprotein
seq0	seq2872	spike glycoprotein
seq0	seq3380	hemagglutinin | hemagglutinin
seq0	seq3381	hemagglutinin | hemagglutinin
seq0	seq3382	hemagglutinin | hemagglutinin
seq0	seq3960	spike protein s1
seq0	seq3961	spike protein s1
seq0	seq4209	spike protein s1
seq0	seq4210	spike protein s1
seq0	seq4229	spike protein s1
seq0	seq4691	spike glycoprotein
seq0	seq4692	spike glycoprotein
seq0	seq5111	spike protein s1
seq192	seq132	spike glycoprotein
seq192	seq133	spike glycoprotein
seq192	seq134	spike glycoprotein
seq192	seq191	hemagglutinin
seq192	seq192	hemagglutinin
seq192	seq193	hemagglutinin
seq192	seq235	spike protein s1
seq192	seq236	spike protein s1
seq192	seq237	spike protein s1
seq192	seq238	spike protein s1
seq192	seq239	spike protein s1
seq192	seq240	spike protein s1
seq192	seq542	spike protein s1
seq192	seq547	spike glycoprotein
seq192	seq548	spike glycoprotein
seq192	seq768	spike protein s1
seq192	seq1021	spike protein s1
seq192	seq1693	spike glycoprotein
seq192	seq1784	spike glycoprotein
seq192	seq1792	spike glycoprotein
seq192	seq1794	spike glycoprotein
seq192	seq1796	spike glycoprotein
seq192	seq1946	spike protein s1
seq192	seq2219	fusion glycoprotein f0
seq192	seq2220	fusion glycoprotein f0
seq192	seq2221	fusion glycoprotein f0
seq192	seq2225	fusion glycoprotein f0
seq192	seq2226	fusion glycoprotein f0
seq192	seq2227	fusion glycoprotein f0
seq192	seq2304	spike glycoprotein
seq192	seq2305	spike glycoprotein
seq192	seq2306	spike glycoprotein
seq192	seq2307	spike glycoprotein
seq192	seq2312	fusion glycoprotein f0
seq192	seq2314	fusion glycoprotein f0
seq192	seq2317	fusion glycoprotein f0
seq192	seq2374	spike protein s1
seq192	seq2629	spike glycoprotein
seq192	seq2770	spike glycoprotein
seq192	seq2771	spike glycoprotein
seq192	seq2772	spike glycoprotein
seq192	seq2805	spike glycoprotein
seq192	seq2806	spike glycoprotein
seq192	seq2842	spike glycoprotein
seq192	seq2843	spike glycoprotein
seq192	seq2930	spike protein s1
seq192	seq2931	spike protein s1
seq192	seq2932	spike protein s1
seq192	seq2933	spike protein s1
seq192	seq3272	hemagglutinin
seq192	seq3273	hemagglutinin
seq192	seq3274	hemagglutinin
seq192	seq3365	spike glycoprotein
seq192	seq3366	spike glycoprotein
seq192	seq3367	spike glycoprotein
seq192	seq3714	spike protein s1
seq192	seq3818	fusion glycoprotein f0
seq192	seq3918	spike glycoprotein
seq192	seq3919	spike glycoprotein
seq192	seq3920	spike glycoprotein
seq192	seq4110	spike glycoprotein
seq192	seq4111	spike glycoprotein
seq192	seq4305	spike protein s1
seq192	seq4428	spike protein s1
seq192	seq4447	spike glycoprotein
seq192	seq4448	spike glycoprotein
seq192	seq4527	spike protein s1
seq192	seq4610	spike glycoprotein
seq192	seq4856	spike glycoprotein
seq192	seq4857	spike glycoprotein
seq192	seq4858	spike glycoprotein
seq192	seq4970	spike protein s1
seq192	seq4971	spike protein s1
seq192	seq5032	spike protein s1
seq192	seq5033	spike protein s1
seq192	seq5034	spike protein s1
seq192	seq5193	hemagglutinin
seq192	seq5194	hemagglutinin
seq192	seq5250	spike protein s1
seq192	seq5316	spike glycoprotein
seq192	seq5472	spike glycoprotein
seq288	seq284	spike glycoprotein
seq288	seq286	spike glycoprotein
seq288	seq288	spike glycoprotein
seq288	seq339	spike protein s1
seq288	seq342	spike protein s1
seq288	seq571	spike protein s1
seq288	seq812	spike glycoprotein
seq288	seq815	spike glycoprotein
seq288	seq818	spike glycoprotein
seq288	seq822	spike glycoprotein
seq288	seq1133	spike protein s1
seq288	seq1134	spike protein s1
seq288	seq1141	spike glycoprotein
seq288	seq1958	spike protein s1
seq288	seq1959	spike protein s1
seq288	seq2016	spike protein s1
seq288	seq2018	spike protein s1
seq288	seq2165	spike glycoprotein
seq288	seq2166	spike glycoprotein
seq288	seq2167	spike glycoprotein
seq288	seq2168	spike glycoprotein
seq288	seq2169	spike glycoprotein
seq288	seq2170	spike glycoprotein
seq288	seq2171	spike glycoprotein
seq288	seq2172	spike protein s1
seq288	seq2213	spike glycoprotein
seq288	seq2214	spike glycoprotein
seq288	seq2215	spike glycoprotein
seq288	seq2243	spike protein s1
seq288	seq2245	spike protein s1
seq288	seq2246	spike protein s1
seq288	seq2330	spike protein s1
seq288	seq2331	spike protein s1
seq288	seq2393	spike protein s1
seq288	seq2437	spike protein s1
seq288	seq2439	spike protein s1
seq288	seq2507	spike glycoprotein
seq288	seq2509	spike glycoprotein
seq288	seq2510	spike glycoprotein
seq288	seq3293	spike protein s1
seq288	seq3294	spike protein s1
seq288	seq3970	spike glycoprotein
seq288	seq4248	spike glycoprotein
seq288	seq4249	spike glycoprotein
seq288	seq4496	spike protein s1
seq288	seq4710	spike protein s1
seq288	seq5406	spike glycoprotein
seq288	seq5431	spike glycoprotein
seq416	seq416	spike glycoprotein
seq416	seq417	spike glycoprotein
seq416	seq418	spike glycoprotein
seq416	seq3369	spike protein s1
seq416	seq3817	spike glycoprotein
seq416	seq3999	surface glycoprotein
seq416	seq4002	surface glycoprotein
seq416	seq4347	neuraminidase
seq416	seq4443	surface glycoprotein
seq416	seq4444	surface glycoprotein
seq448	seq1479	spike protein s1
seq448	seq2358	spike glycoprotein
seq448	seq2359	spike glycoprotein
seq448	seq2360	spike glycoprotein
seq448	seq2361	spike glycoprotein
seq448	seq2362	spike glycoprotein
seq448	seq2363	spike glycoprotein
seq448	seq2364	spike glycoprotein
seq448	seq2365	spike glycoprotein
seq448	seq2366	spike glycoprotein
seq448	seq2367	spike protein s1
seq448	seq2596	hemagglutinin
seq448	seq2597	hemagglutinin
seq448	seq2598	hemagglutinin
seq448	seq2599	hemagglutinin
seq448	seq2600	hemagglutinin
seq448	seq2601	hemagglutinin
seq448	seq2602	hemagglutinin
seq448	seq2603	hemagglutinin
seq448	seq2773	spike protein s1
seq448	seq2774	spike protein s1
seq448	seq2775	spike protein s1
seq448	seq2776	spike protein s1
seq448	seq2990	spike glycoprotein
seq448	seq2991	spike glycoprotein
seq448	seq2992	spike glycoprotein
seq448	seq3801	neuraminidase
seq448	seq3802	neuraminidase
seq448	seq3803	neuraminidase
seq448	seq3804	neuraminidase
seq448	seq4298	neuraminidase
seq448	seq4299	neuraminidase
seq448	seq5379	spike glycoprotein
seq576	seq575	hemagglutinin | hemagglutinin
seq576	seq576	hemagglutinin | hemagglutinin
seq576	seq577	hemagglutinin | hemagglutinin
seq576	seq590	hemagglutinin | hemagglutinin
seq576	seq591	hemagglutinin | hemagglutinin
seq576	seq2817	hemagglutinin | hemagglutinin
seq576	seq2818	hemagglutinin | hemagglutinin
seq576	seq2819	hemagglutinin | hemagglutinin
