seq0	seq24	spike protein s1
seq0	seq260	hemagglutinin
seq0	seq543	spike protein s1
seq0	seq1108	spike protein s1
seq0	seq1165	spike protein s1
seq0	seq1166	spike protein s1
seq0	seq1167	spike protein s1
seq0	seq1438	spike protein s1
seq0	seq1440	spike protein s1
seq0	seq1552	spike protein s1
seq0	seq1557	spike protein s1
seq0	seq1868	spike protein s1
seq0	seq1869	spike protein s1
seq0	seq1876	spike glycoprotein
seq0	seq1947	spike protein s1
seq0	seq2480	spike glycoprotein
seq0	seq2481	spike glycoprotein
seq0	seq2482	spike glycoprotein
seq0	seq2870	spike glycoprotein
seq0	seq2872	spike glycoprotein
seq0	seq3380	hemagglutinin | hemagglutinin
seq0	seq3381	hemagglutinin | hemagglutinin
seq0	seq3382	hemagglutinin | hemagglutinin
seq0	seq3960	spike protein s1
seq0	seq3961	spike protein s1
seq0	seq4209	spike protein s1
seq0	seq4210	spike protein s1
seq0	seq4229	spike protein s1
seq0	seq4691	spike glycoprotein
seq0	seq4692	spike glycoprotein
seq0	seq5111	spike protein s1
seq3	seq245	hemagglutinin
seq3	seq246	hemagglutinin
seq3	seq247	hemagglutinin
seq5	seq5	hemagglutinin
seq5	seq6	hemagglutinin
seq5	seq7	hemagglutinin
seq5	seq11	hemagglutinin
seq5	seq12	hemagglutinin
seq5	seq13	hemagglutinin
seq8	seq8	hemagglutinin
seq8	seq9	hemagglutinin
seq8	seq10	hemagglutinin
seq17	seq17	spike glycoprotein
seq17	seq18	spike glycoprotein
seq17	seq19	spike glycoprotein
seq35	seq35	spike protein s1
seq35	seq36	spike glycoprotein
seq35	seq37	spike glycoprotein
seq35	seq38	spike glycoprotein
seq35	seq2231	spike protein s1
seq46	seq46	spike glycoprotein
seq47	seq47	spike glycoprotein
seq52	seq52	spike glycoprotein
seq56	seq56	spike glycoprotein
seq56	seq57	spike glycoprotein
seq56	seq58	spike glycoprotein
seq107	seq107	neuraminidase
seq107	seq2324	surface glycoprotein
seq107	seq2326	surface glycoprotein
seq107	seq3827	neuraminidase
seq107	seq3828	neuraminidase
seq107	seq3829	neuraminidase
seq107	seq3830	neuraminidase
seq128	seq5368	spike protein s1
seq146	seq146	hemagglutinin | hemagglutinin
seq163	seq163	neuraminidase
seq163	seq164	neuraminidase
seq163	seq165	neuraminidase
seq163	seq166	neuraminidase
seq192	seq132	spike glycoprotein
seq192	seq133	spike glycoprotein
seq192	seq134	spike glycoprotein
seq192	seq191	hemagglutinin
seq192	seq192	hemagglutinin
seq192	seq193	hemagglutinin
seq192	seq235	spike protein s1
seq192	seq236	spike protein s1
seq192	seq237	spike protein s1
seq192	seq238	spike protein s1
seq192	seq239	spike protein s1
seq192	seq240	spike protein s1
seq192	seq542	spike protein s1
seq192	seq547	spike glycoprotein
seq192	seq548	spike glycoprotein
seq192	seq768	spike protein s1
seq192	seq1021	spike protein s1
seq192	seq1693	spike glycoprotein
seq192	seq1784	spike glycoprotein
seq192	seq1792	spike glycoprotein
seq192	seq1794	spike glycoprotein
seq192	seq1796	spike glycoprotein
seq192	seq1946	spike protein s1
seq192	seq2219	fusion glycoprotein f0
seq192	seq2220	fusion glycoprotein f0
seq192	seq2221	fusion glycoprotein f0
seq192	seq2225	fusion glycoprotein f0
seq192	seq2226	fusion glycoprotein f0
seq192	seq2227	fusion glycoprotein f0
seq192	seq2304	spike glycoprotein
seq192	seq2305	spike glycoprotein
seq192	seq2306	spike glycoprotein
seq192	seq2307	spike glycoprotein
seq192	seq2312	fusion glycoprotein f0
seq192	seq2314	fusion glycoprotein f0
seq192	seq2317	fusion glycoprotein f0
seq192	seq2374	spike protein s1
seq192	seq2629	spike glycoprotein
seq192	seq2770	spike glycoprotein
seq192	seq2771	spike glycoprotein
seq192	seq2772	spike glycoprotein
seq192	seq2805	spike glycoprotein
seq192	seq2806	spike glycoprotein
seq192	seq2842	spike glycoprotein
seq192	seq2843	spike glycoprotein
seq192	seq2930	spike protein s1
seq192	seq2931	spike protein s1
seq192	seq2932	spike protein s1
seq192	seq2933	spike protein s1
seq192	seq3272	hemagglutinin
seq192	seq3273	hemagglutinin
seq192	seq3274	hemagglutinin
seq192	seq3365	spike glycoprotein
seq192	seq3366	spike glycoprotein
seq192	seq3367	spike glycoprotein
seq192	seq3714	spike protein s1
seq192	seq3818	fusion glycoprotein f0
seq192	seq3918	spike glycoprotein
seq192	seq3919	spike glycoprotein
seq192	seq3920	spike glycoprotein
seq192	seq4110	spike glycoprotein
seq192	seq4111	spike glycoprotein
seq192	seq4305	spike protein s1
seq192	seq4428	spike protein s1
seq192	seq4447	spike glycoprotein
seq192	seq4448	spike glycoprotein
seq192	seq4527	spike protein s1
seq192	seq4610	spike glycoprotein
seq192	seq4856	spike glycoprotein
seq192	seq4857	spike glycoprotein
seq192	seq4858	spike glycoprotein
seq192	seq4970	spike protein s1
seq192	seq4971	spike protein s1
seq192	seq5032	spike protein s1
seq192	seq5033	spike protein s1
seq192	seq5034	spike protein s1
seq192	seq5193	hemagglutinin
seq192	seq5194	hemagglutinin
seq192	seq5250	spike protein s1
seq192	seq5316	spike glycoprotein
seq192	seq5472	spike glycoprotein
seq200	seq200	spike glycoprotein
seq200	seq201	spike glycoprotein
seq200	seq202	spike glycoprotein
seq224	seq222	hemagglutinin
seq224	seq223	hemagglutinin
seq224	seq224	hemagglutinin
seq224	seq3880	hemagglutinin
seq275	seq275	spike glycoprotein
seq276	seq276	spike glycoprotein
seq277	seq277	spike glycoprotein
seq278	seq278	spike glycoprotein
seq288	seq284	spike glycoprotein
seq288	seq286	spike glycoprotein
seq288	seq288	spike glycoprotein
seq288	seq339	spike protein s1
seq288	seq342	spike protein s1
seq288	seq571	spike protein s1
seq288	seq812	spike glycoprotein
seq288	seq815	spike glycoprotein
seq288	seq818	spike glycoprotein
seq288	seq822	spike glycoprotein
seq288	seq1133	spike protein s1
seq288	seq1134	spike protein s1
seq288	seq1141	spike glycoprotein
seq288	seq1958	spike protein s1
seq288	seq1959	spike protein s1
seq288	seq2016	spike protein s1
seq288	seq2018	spike protein s1
seq288	seq2165	spike glycoprotein
seq288	seq2166	spike glycoprotein
seq288	seq2167	spike glycoprotein
seq288	seq2168	spike glycoprotein
seq288	seq2169	spike glycoprotein
seq288	seq2170	spike glycoprotein
seq288	seq2171	spike glycoprotein
seq288	seq2172	spike protein s1
seq288	seq2213	spike glycoprotein
seq288	seq2214	spike glycoprotein
seq288	seq2215	spike glycoprotein
seq288	seq2243	spike protein s1
seq288	seq2245	spike protein s1
seq288	seq2246	spike protein s1
seq288	seq2330	spike protein s1
seq288	seq2331	spike protein s1
seq288	seq2393	spike protein s1
seq288	seq2437	spike protein s1
seq288	seq2439	spike protein s1
seq288	seq2507	spike glycoprotein
seq288	seq2509	spike glycoprotein
seq288	seq2510	spike glycoprotein
seq288	seq3293	spike protein s1
seq288	seq3294	spike protein s1
seq288	seq3970	spike glycoprotein
seq288	seq4248	spike glycoprotein
seq288	seq4249	spike glycoprotein
seq288	seq4496	spike protein s1
seq288	seq4710	spike protein s1
seq288	seq5406	spike glycoprotein
seq288	seq5431	spike glycoprotein
seq290	seq290	hemagglutinin
seq290	seq291	hemagglutinin
seq290	seq292	hemagglutinin
seq293	seq293	hemagglutinin
seq293	seq294	hemagglutinin
seq293	seq295	hemagglutinin
seq305	seq305	hemagglutinin
