seq32	seq191	hemagglutinin
seq32	seq192	hemagglutinin
seq32	seq193	hemagglutinin
seq32	seq718	spike protein s1
seq32	seq1248	spike protein s1
seq32	seq1559	spike protein s1
seq32	seq1560	spike protein s1
seq32	seq2710	spike protein s1
seq32	seq2713	spike protein s1
seq32	seq2715	spike glycoprotein
seq32	seq2716	spike glycoprotein
seq32	seq2717	spike glycoprotein
seq32	seq2808	surface glycoprotein
seq32	seq3267	spike glycoprotein
seq32	seq3268	spike glycoprotein
seq32	seq3775	spike glycoprotein
seq32	seq3776	spike glycoprotein
seq32	seq3906	spike protein s1
seq32	seq3907	spike protein s1
seq32	seq3909	spike protein s1
seq32	seq4070	spike glycoprotein
seq32	seq4223	spike glycoprotein
seq32	seq4224	spike glycoprotein
seq32	seq4225	spike glycoprotein
seq32	seq4251	spike glycoprotein
seq32	seq4252	spike glycoprotein
seq32	seq4253	spike glycoprotein
seq32	seq4383	spike glycoprotein
seq32	seq4665	spike glycoprotein
seq32	seq5309	spike protein s1
seq32	seq5310	spike protein s1
seq224	seq222	hemagglutinin
seq224	seq223	hemagglutinin
seq224	seq224	hemagglutinin
seq224	seq404	spike glycoprotein
seq224	seq405	spike glycoprotein
seq224	seq875	spike protein s1
seq224	seq1112	hemagglutinin
seq224	seq1139	spike glycoprotein
seq224	seq1245	hemagglutinin
seq224	seq1386	spike glycoprotein
seq224	seq1387	spike glycoprotein
seq224	seq1388	spike glycoprotein
seq224	seq1389	spike glycoprotein
seq224	seq1398	spike glycoprotein
seq224	seq1399	spike glycoprotein
seq224	seq1400	spike glycoprotein
seq224	seq1402	spike glycoprotein
seq224	seq1403	spike glycoprotein
seq224	seq1407	spike glycoprotein
seq224	seq1408	spike glycoprotein
seq224	seq2420	envelope glycoprotein gp120
seq224	seq2449	envelope glycoprotein gp120
seq224	seq2524	envelope glycoprotein gp120
seq224	seq2525	envelope glycoprotein gp120
seq224	seq2526	envelope glycoprotein gp120
seq224	seq2574	envelope glycoprotein gp160
seq224	seq2575	envelope glycoprotein gp160
seq224	seq2576	envelope glycoprotein gp160
seq224	seq2672	spike glycoprotein
seq224	seq2673	spike glycoprotein
seq224	seq2674	spike glycoprotein
seq224	seq2964	envelope glycoprotein gp160
seq224	seq2965	envelope glycoprotein gp160
seq224	seq2966	envelope glycoprotein gp160
seq224	seq2990	spike glycoprotein
seq224	seq2991	spike glycoprotein
seq224	seq2992	spike glycoprotein
seq224	seq3060	envelope glycoprotein gp120
seq224	seq3065	spike protein s1
seq224	seq3533	envelope glycoprotein gp120
seq224	seq3570	spike glycoprotein
seq224	seq3571	spike glycoprotein
seq224	seq3572	spike glycoprotein
seq224	seq3783	envelope glycoprotein gp160
seq224	seq3784	envelope glycoprotein gp160
seq224	seq3785	envelope glycoprotein gp160
seq224	seq3880	hemagglutinin
seq224	seq4173	envelope glycoprotein gp120
seq224	seq4367	envelope glycoprotein gp160
seq224	seq4368	envelope glycoprotein gp160
seq224	seq4369	envelope glycoprotein gp160
seq224	seq4393	envelope glycoprotein gp160
seq224	seq4394	envelope glycoprotein gp160
seq224	seq4395	envelope glycoprotein gp160
seq224	seq4686	envelope glycoprotein gp120
seq224	seq4728	envelope glycoprotein gp120
seq224	seq4832	envelope glycoprotein gp120
seq224	seq4906	envelope glycoprotein gp120
seq224	seq4942	spike protein s1
seq224	seq5100	envelope glycoprotein gp120
seq224	seq5167	envelope glycoprotein gp120
seq224	seq5254	envelope glycoprotein gp120
seq224	seq5263	hemagglutinin
seq224	seq5264	hemagglutinin
seq224	seq5390	envelope glycoprotein gp120
seq288	seq284	spike glycoprotein
seq288	seq286	spike glycoprotein
seq288	seq288	spike glycoprotein
seq288	seq339	spike protein s1
seq288	seq342	spike protein s1
seq288	seq571	spike protein s1
seq288	seq812	spike glycoprotein
seq288	seq815	spike glycoprotein
seq288	seq818	spike glycoprotein
seq288	seq822	spike glycoprotein
seq288	seq1133	spike protein s1
seq288	seq1134	spike protein s1
seq288	seq1141	spike glycoprotein
seq288	seq1958	spike protein s1
seq288	seq1959	spike protein s1
seq288	seq2016	spike protein s1
seq288	seq2018	spike protein s1
seq288	seq2165	spike glycoprotein
seq288	seq2166	spike glycoprotein
seq288	seq2167	spike glycoprotein
seq288	seq2168	spike glycoprotein
seq288	seq2169	spike glycoprotein
seq288	seq2170	spike glycoprotein
seq288	seq2171	spike glycoprotein
seq288	seq2172	spike protein s1
seq288	seq2213	spike glycoprotein
seq288	seq2214	spike glycoprotein
seq288	seq2215	spike glycoprotein
seq288	seq2243	spike protein s1
seq288	seq2245	spike protein s1
seq288	seq2246	spike protein s1
seq288	seq2330	spike protein s1
seq288	seq2331	spike protein s1
seq288	seq2393	spike protein s1
seq288	seq2437	spike protein s1
seq288	seq2439	spike protein s1
seq288	seq2507	spike glycoprotein
seq288	seq2509	spike glycoprotein
seq288	seq2510	spike glycoprotein
seq288	seq3293	spike protein s1
seq288	seq3294	spike protein s1
seq288	seq3970	spike glycoprotein
seq288	seq4036	spike glycoprotein
seq288	seq4037	spike glycoprotein
seq288	seq4041	spike glycoprotein
seq288	seq4248	spike glycoprotein
seq288	seq4249	spike glycoprotein
seq288	seq4496	spike protein s1
seq288	seq4710	spike protein s1
seq288	seq4955	surface glycoprotein
seq288	seq5406	spike glycoprotein
seq288	seq5431	spike glycoprotein
seq352	seq352	spike protein s1
seq352	seq502	spike glycoprotein
seq352	seq503	spike glycoprotein
seq352	seq1373	spike protein s1
seq352	seq1374	spike protein s1
seq352	seq1568	spike glycoprotein
seq352	seq1601	spike glycoprotein
seq352	seq1702	spike protein s1
seq352	seq1985	spike protein s1
seq352	seq4503	spike protein s1
seq352	seq4504	spike protein s1
seq352	seq4505	spike protein s1
seq352	seq4506	spike protein s1
seq448	seq453	spike glycoprotein
seq448	seq455	spike glycoprotein
seq448	seq457	spike glycoprotein
seq448	seq1437	spike protein s1
seq448	seq1439	spike protein s1
seq448	seq1479	spike protein s1
seq448	seq1779	spike glycoprotein
seq448	seq1780	spike glycoprotein
seq448	seq1868	spike protein s1
seq448	seq1869	spike protein s1
seq448	seq1872	spike protein s1
seq448	seq1873	spike protein s1
seq448	seq1874	spike protein s1
seq448	seq1875	spike protein s1
seq448	seq1876	spike glycoprotein
seq448	seq1884	spike glycoprotein
seq448	seq1885	spike glycoprotein
seq448	seq1886	spike glycoprotein
seq448	seq2358	spike glycoprotein
seq448	seq2359	spike glycoprotein
seq448	seq2360	spike glycoprotein
seq448	seq2361	spike glycoprotein
seq448	seq2362	spike glycoprotein
seq448	seq2363	spike glycoprotein
seq448	seq2364	spike glycoprotein
seq448	seq2365	spike glycoprotein
seq448	seq2366	spike glycoprotein
seq448	seq2367	spike protein s1
seq448	seq2374	spike protein s1
seq448	seq3272	hemagglutinin
seq448	seq3273	hemagglutinin
seq448	seq3274	hemagglutinin
seq448	seq3969	spike glycoprotein
seq448	seq4015	spike protein s1
seq448	seq4019	spike glycoprotein
seq448	seq4915	spike protein s1
seq448	seq5178	spike protein s1
seq448	seq5193	hemagglutinin
seq448	seq5194	hemagglutinin
seq448	seq5458	spike protein s1
seq544	seq543	spike protein s1
seq544	seq544	spike protein s1
seq544	seq545	spike protein s1
seq544	seq592	hemagglutinin | hemagglutinin
seq544	seq852	spike protein s1
seq544	seq897	spike protein s1
seq544	seq898	spike protein s1
seq544	seq899	spike protein s1
seq544	seq1118	hemagglutinin
seq544	seq1119	hemagglutinin
seq544	seq1120	hemagglutinin
seq544	seq1165	spike protein s1
seq544	seq1166	spike protein s1
seq544	seq1167	spike protein s1
seq544	seq1236	neuraminidase
seq544	seq1237	neuraminidase
seq544	seq1238	neuraminidase
seq544	seq1239	neuraminidase
seq544	seq1695	spike protein s1
seq544	seq1696	spike protein s1
seq544	seq1697	spike protein s1
seq544	seq1704	spike protein s1
seq544	seq2072	spike glycoprotein
seq544	seq2159	spike glycoprotein
seq544	seq2160	spike glycoprotein
seq544	seq2161	spike glycoprotein
seq544	seq2411	spike glycoprotein
seq544	seq2412	spike glycoprotein
seq544	seq2413	spike glycoprotein
seq544	seq2414	spike glycoprotein
seq544	seq2416	spike glycoprotein
seq544	seq2419	spike glycoprotein
seq544	seq2553	spike glycoprotein
seq544	seq2554	spike glycoprotein
seq544	seq2555	spike glycoprotein
seq544	seq2756	spike protein s1
seq544	seq2915	spike glycoprotein
seq544	seq2920	spike glycoprotein
seq544	seq2925	spike protein s1
seq544	seq2955	spike protein s1
seq544	seq2956	spike protein s1
seq544	seq2957	spike protein s1
seq544	seq2970	spike glycoprotein
seq544	seq2971	spike glycoprotein
seq544	seq2972	spike glycoprotein
seq544	seq2985	spike glycoprotein
